train_loss,train_acc,val_loss,val_acc
0.963121537580254,0.514200729226636,0.6491848427215023,0.7148062907556578
0.4260853905580342,0.8060832853578968,0.2979293256257863,0.865554276946682
0.19994635049291593,0.9170504701592784,0.2300959349492737,0.9090909090909091
0.15104575173522203,0.940846286701209,0.16200613436966724,0.9432297660145761
0.12580069791610674,0.9473229706390327,0.09623853406756523,0.9670118910625239
